id,label
21098,0
21099,1
21100,0
21101,1
21102,1
21103,0
21104,0
21105,1
21106,0
21107,0
21108,1
21109,1
21110,0
21111,1
21112,0
21113,1
21114,0
21115,0
21116,1
21117,0
21118,1
21119,1
21120,1
21121,1
21122,1
21123,0
21124,1
21125,0
21126,0
21127,1
21128,1
21129,0
21130,1
21131,0
21132,0
21133,0
21134,1
21135,0
21136,1
21137,0
21138,1
21139,0
21140,0
21141,0
21142,0
21143,1
21144,0
21145,1
21146,0
21147,0
21148,0
21149,0
21150,1
21151,1
21152,0
21153,1
21154,1
21155,0
21156,0
21157,1
21158,0
21159,1
21160,1
21161,1
21162,0
21163,1
21164,0
21165,1
21166,0
21167,0
21168,0
21169,1
21170,1
21171,1
21172,0
21173,1
21174,1
21175,1
21176,0
21177,1
21178,1
21179,1
21180,1
21181,1
21182,1
21183,0
21184,0
21185,0
21186,1
21187,0
21188,0
21189,1
21190,1
21191,0
21192,1
21193,0
21194,0
21195,0
21196,0
21197,0
21198,0
21199,0
21200,1
21201,0
21202,0
21203,0
21204,0
21205,1
21206,0
21207,1
21208,1
21209,0
21210,1
21211,0
21212,0
21213,1
21214,0
21215,1
21216,1
21217,1
21218,0
21219,0
21220,1
21221,1
21222,1
21223,0
21224,1
21225,1
21226,0
21227,0
21228,1
21229,0
21230,1
21231,1
21232,1
21233,0
21234,1
21235,1
21236,1
21237,0
21238,0
21239,0
21240,0
21241,1
21242,1
21243,0
21244,1
21245,1
21246,0
21247,0
21248,0
21249,0
21250,0
21251,1
21252,0
21253,0
21254,0
21255,1
21256,1
21257,0
21258,1
21259,1
21260,0
21261,0
21262,1
21263,1
21264,0
21265,1
21266,1
21267,1
21268,1
21269,0
21270,1
21271,0
21272,1
21273,1
21274,0
21275,1
21276,1
21277,1
21278,1
21279,0
21280,0
21281,0
21282,0
21283,0
21284,0
21285,0
21286,0
21287,0
21288,0
21289,1
21290,1
21291,0
21292,1
21293,1
21294,0
21295,1
21296,1
21297,0
21298,0
21299,0
21300,1
21301,0
21302,1
21303,1
21304,0
21305,0
21306,0
21307,1
21308,1
21309,0
21310,0
21311,0
21312,0
21313,1
21314,1
21315,0
21316,1
21317,1
21318,0
21319,1
21320,1
21321,0
21322,0
21323,1
21324,1
21325,0
21326,1
21327,1
21328,0
21329,0
21330,0
21331,0
21332,1
21333,1
21334,1
21335,0
21336,1
21337,1
21338,0
21339,1
21340,1
21341,1
21342,1
21343,0
21344,0
21345,0
21346,1
21347,1
21348,1
21349,1
21350,1
21351,0
21352,0
21353,1
21354,0
21355,0
21356,0
21357,0
21358,1
21359,1
21360,1
21361,0
21362,0
21363,1
21364,1
21365,0
21366,0
21367,1
21368,0
21369,1
21370,1
21371,1
21372,0
21373,1
21374,1
21375,1
21376,0
21377,1
21378,0
21379,0
21380,0
21381,1
21382,1
21383,0
21384,1
21385,0
21386,0
21387,1
21388,1
21389,0
21390,1
21391,1
21392,1
21393,1
21394,1
21395,1
21396,0
21397,0
21398,0
21399,0
21400,0
21401,0
21402,0
21403,1
21404,1
21405,0
21406,1
21407,1
21408,1
21409,0
21410,1
21411,0
21412,1
21413,1
21414,1
21415,0
21416,0
21417,0
21418,1
21419,0
21420,1
21421,1
21422,0
21423,1
21424,1
21425,0
21426,0
21427,0
21428,0
21429,1
21430,0
21431,1
21432,0
21433,0
21434,0
21435,0
21436,0
21437,1
21438,1
21439,0
21440,1
21441,1
21442,0
21443,1
21444,0
21445,0
21446,0
21447,1
21448,0
21449,1
21450,0
21451,1
21452,0
21453,0
21454,1
21455,1
21456,1
21457,0
21458,1
21459,0
21460,0
21461,0
21462,0
21463,0
21464,1
21465,1
21466,1
21467,1
21468,1
21469,1
21470,0
21471,0
21472,0
21473,0
21474,1
21475,1
21476,0
21477,1
21478,0
21479,0
21480,0
21481,1
21482,1
21483,0
21484,1
21485,0
21486,0
21487,0
21488,0
21489,0
21490,1
21491,1
21492,0
21493,0
21494,1
21495,0
21496,0
21497,0
21498,0
21499,0
21500,0
21501,1
21502,0
21503,1
21504,0
21505,0
21506,0
21507,0
21508,0
21509,0
21510,1
21511,0
21512,0
21513,0
21514,0
21515,1
21516,1
21517,0
21518,0
21519,0
21520,1
21521,0
21522,1
21523,0
21524,0
21525,1
21526,1
21527,0
21528,0
21529,1
21530,1
21531,0
21532,1
21533,1
21534,1
21535,1
21536,1
21537,0
21538,0
21539,0
21540,0
21541,0
21542,0
21543,1
21544,1
21545,0
21546,0
21547,1
21548,0
21549,0
21550,0
21551,0
21552,1
21553,0
21554,0
21555,0
21556,0
21557,1
21558,1
21559,0
21560,1
21561,1
21562,0
21563,1
21564,0
21565,0
21566,1
21567,0
21568,1
21569,0
21570,1
21571,1
21572,1
21573,1
21574,0
21575,1
21576,1
21577,0
21578,0
21579,1
21580,0
21581,1
21582,0
21583,1
21584,0
21585,1
21586,0
21587,1
21588,0
21589,1
21590,1
21591,0
21592,0
21593,0
21594,0
21595,1
21596,1
21597,0
21598,1
21599,0
21600,1
21601,0
21602,0
21603,1
21604,1
21605,1
21606,1
21607,0
21608,0
21609,1
21610,0
21611,0
21612,0
21613,1
21614,1
21615,0
21616,1
21617,0
21618,1
21619,1
21620,1
21621,0
21622,0
21623,0
21624,0
21625,1
21626,1
21627,0
21628,1
21629,0
21630,1
21631,1
21632,0
21633,0
21634,0
21635,0
21636,0
21637,0
21638,0
21639,0
21640,0
21641,0
21642,1
21643,1
21644,1
21645,0
21646,1
21647,1
21648,1
21649,1
21650,1
21651,0
21652,0
21653,1
21654,0
21655,0
21656,0
21657,0
21658,0
21659,0
21660,0
21661,0
21662,1
21663,0
21664,0
21665,0
21666,0
21667,0
21668,0
21669,0
21670,1
21671,1
21672,1
21673,0
21674,0
21675,0
21676,1
21677,1
21678,0
21679,1
21680,0
21681,1
21682,0
21683,0
21684,0
21685,1
21686,0
21687,0
21688,0
21689,1
21690,1
21691,0
21692,1
21693,1
21694,0
21695,1
21696,1
21697,1
21698,1
21699,1
21700,0
21701,1
21702,0
21703,1
21704,0
21705,0
21706,1
21707,0
21708,1
21709,0
21710,1
21711,0
21712,0
21713,0
21714,0
21715,0
21716,1
21717,1
21718,1
21719,1
21720,1
21721,0
21722,1
21723,1
21724,0
21725,1
21726,0
21727,1
21728,0
21729,0
21730,0
21731,0
21732,0
21733,0
21734,1
21735,0
21736,1
21737,1
21738,1
21739,0
21740,0
21741,0
21742,0
21743,1
21744,1
21745,0
21746,0
21747,0
21748,1
21749,0
21750,1
21751,1
21752,0
21753,0
21754,0
21755,1
21756,0
21757,1
21758,0
21759,1
21760,1
21761,1
21762,0
21763,0
21764,1
21765,0
21766,0
21767,0
21768,1
21769,1
21770,1
21771,1
21772,1
21773,0
21774,1
21775,1
21776,0
21777,0
21778,0
21779,1
21780,1
21781,1
21782,0
21783,0
21784,1
21785,0
21786,0
21787,0
21788,0
21789,1
21790,0
21791,1
21792,0
21793,0
21794,0
21795,1
21796,0
21797,1
21798,0
21799,0
21800,1
21801,1
21802,0
21803,0
21804,1
21805,1
21806,0
21807,0
21808,1
21809,0
21810,0
21811,0
21812,1
21813,0
21814,0
21815,1
21816,0
21817,0
21818,1
21819,0
21820,1
21821,0
21822,0
21823,1
21824,0
21825,0
21826,0
21827,1
21828,0
21829,0
21830,0
21831,0
21832,1
21833,1
21834,0
21835,0
21836,0
21837,0
21838,0
21839,0
21840,1
21841,1
21842,1
21843,0
21844,0
21845,0
21846,0
21847,0
21848,0
21849,1
21850,0
21851,0
21852,0
21853,0
21854,0
21855,1
21856,0
21857,0
21858,1
21859,1
21860,1
21861,0
21862,0
21863,1
21864,1
21865,0
21866,1
21867,1
21868,0
21869,0
21870,0
21871,1
21872,1
21873,1
21874,0
21875,0
21876,0
21877,0
21878,0
21879,0
21880,0
21881,0
21882,0
21883,1
21884,0
21885,0
21886,0
21887,1
21888,0
21889,1
21890,1
21891,0
21892,0
21893,1
21894,1
21895,0
21896,0
21897,1
21898,0
21899,0
21900,0
21901,1
21902,0
21903,1
21904,0
21905,0
21906,1
21907,0
21908,1
21909,1
21910,1
21911,0
21912,1
21913,1
21914,0
21915,0
21916,1
21917,0
21918,1
21919,1
21920,0
21921,0
21922,1
21923,0
21924,1
21925,0
21926,0
21927,1
21928,1
21929,0
21930,0
21931,0
21932,0
21933,1
21934,0
21935,0
21936,0
21937,1
21938,0
21939,0
21940,0
21941,1
21942,0
21943,0
21944,0
21945,0
21946,1
21947,1
21948,0
21949,0
21950,1
21951,0
21952,0
21953,0
21954,0
21955,1
21956,1
21957,1
21958,0
21959,0
21960,0
21961,1
21962,1
21963,0
21964,0
21965,0
21966,1
21967,1
21968,1
21969,1
21970,1
21971,1
21972,1
21973,1
21974,0
21975,0
21976,0
21977,1
21978,1
21979,0
21980,0
21981,0
21982,1
21983,1
21984,0
21985,0
21986,0
21987,0
21988,1
21989,0
21990,0
21991,1
21992,0
21993,0
21994,0
21995,0
21996,1
21997,0
21998,1
21999,1
22000,1
22001,0
22002,0
22003,1
22004,0
22005,1
22006,0
22007,0
22008,1
22009,0
22010,1
22011,0
22012,0
22013,1
22014,0
22015,1
22016,0
22017,1
22018,1
22019,0
22020,1
22021,1
22022,1
22023,0
22024,0
22025,0
22026,0
22027,0
22028,0
22029,1
22030,0
22031,0
22032,0
22033,0
22034,0
22035,1
22036,1
22037,0
22038,1
22039,1
22040,1
22041,0
22042,0
22043,0
22044,1
22045,0
22046,0
22047,1
22048,1
22049,0
22050,0
22051,1
22052,1
22053,0
22054,0
22055,1
22056,1
22057,1
22058,1
22059,0
22060,0
22061,0
22062,1
22063,1
22064,0
22065,1
22066,1
22067,0
22068,0
22069,0
22070,1
22071,0
22072,1
22073,0
22074,0
22075,1
22076,0
22077,0
22078,1
22079,1
22080,0
22081,1
22082,1
22083,1
22084,1
22085,0
22086,1
22087,0
22088,0
22089,0
22090,0
22091,1
22092,0
22093,0
22094,0
22095,0
22096,0
22097,1
22098,0
22099,1
22100,0
22101,0
22102,0
22103,1
22104,0
22105,0
22106,1
22107,1
22108,0
22109,1
22110,1
22111,0
22112,0
22113,0
22114,0
22115,1
22116,1
22117,1
22118,0
22119,1
22120,0
22121,0
22122,0
22123,0
22124,0
22125,0
22126,0
22127,0
22128,0
22129,0
22130,0
22131,0
22132,1
22133,0
22134,1
22135,1
22136,0
22137,0
22138,0
22139,0
22140,1
22141,1
22142,1
22143,0
22144,0
22145,0
22146,1
22147,0
22148,1
22149,1
22150,1
22151,1
22152,0
22153,0
22154,1
22155,1
22156,1
22157,1
22158,1
22159,1
22160,1
22161,1
22162,1
22163,1
22164,1
22165,1
22166,0
22167,0
22168,0
22169,0
22170,1
22171,1
22172,1
22173,1
22174,0
22175,1
22176,1
22177,0
22178,0
22179,1
22180,0
22181,0
22182,1
22183,1
22184,0
22185,0
22186,0
22187,1
22188,1
22189,0
22190,0
22191,1
22192,0
22193,0
22194,0
22195,0
22196,1
22197,0
22198,0
22199,1
22200,1
22201,1
22202,0
22203,0
22204,0
22205,1
22206,1
22207,1
22208,1
22209,0
22210,1
22211,0
22212,1
22213,0
22214,1
22215,1
22216,0
22217,1
22218,1
22219,1
22220,1
22221,1
22222,1
22223,0
22224,1
22225,0
22226,1
22227,1
22228,0
22229,0
22230,0
22231,0
22232,1
22233,0
22234,1
22235,1
22236,0
22237,1
22238,0
22239,1
22240,0
22241,1
22242,0
22243,1
22244,0
22245,1
22246,1
22247,1
22248,0
22249,1
22250,0
22251,1
22252,0
22253,0
22254,1
22255,1
22256,0
22257,0
22258,0
22259,0
22260,1
22261,0
22262,0
22263,0
22264,0
22265,0
22266,1
22267,0
22268,1
22269,1
22270,1
22271,1
22272,0
22273,1
22274,1
22275,1
22276,0
22277,1
22278,0
22279,1
22280,1
22281,1
22282,1
22283,0
22284,1
22285,0
22286,0
22287,1
22288,1
22289,0
22290,1
22291,1
22292,1
22293,0
22294,0
22295,1
22296,0
22297,0
22298,1
22299,1
22300,1
22301,0
22302,1
22303,1
22304,0
22305,0
22306,1
22307,0
22308,1
22309,0
22310,0
22311,0
22312,0
22313,0
22314,0
22315,1
22316,1
22317,0
22318,1
22319,0
22320,1
22321,0
22322,0
22323,0
22324,1
22325,0
22326,0
22327,1
22328,1
22329,0
22330,1
22331,0
22332,0
22333,0
22334,0
22335,1
22336,1
22337,1
22338,0
22339,0
22340,1
22341,1
22342,0
22343,1
22344,0
22345,1
22346,0
22347,0
22348,0
22349,0
22350,1
22351,1
22352,1
22353,0
22354,0
22355,1
22356,0
22357,1
22358,0
22359,0
22360,0
22361,1
22362,0
22363,1
22364,0
22365,1
22366,0
22367,1
22368,1
22369,1
22370,1
22371,0
22372,0
22373,0
22374,1
22375,1
22376,0
22377,0
22378,1
22379,1
22380,1
22381,1
22382,0
22383,0
22384,0
22385,0
22386,1
22387,1
22388,1
22389,0
22390,0
22391,1
22392,1
22393,1
22394,1
22395,0
22396,0
22397,1
22398,1
22399,0
22400,1
22401,1
22402,0
22403,0
22404,1
22405,0
22406,0
22407,0
22408,1
22409,0
22410,1
22411,1
22412,0
22413,1
22414,0
22415,1
22416,1
22417,0
22418,0
22419,0
22420,1
22421,1
22422,1
22423,0
22424,1
22425,1
22426,1
22427,0
22428,1
22429,0
22430,1
22431,1
22432,0
22433,1
22434,1
22435,0
22436,1
22437,0
22438,0
22439,1
22440,0
22441,0
22442,0
22443,1
22444,0
22445,1
22446,1
22447,1
22448,1
22449,0
22450,0
22451,0
22452,0
22453,0
22454,1
22455,0
22456,0
22457,0
22458,1
22459,1
22460,1
22461,0
22462,1
22463,0
22464,1
22465,0
22466,0
22467,0
22468,0
22469,0
22470,1
22471,0
22472,0
22473,1
22474,1
22475,0
22476,1
22477,0
22478,0
22479,1
22480,0
22481,0
22482,0
22483,0
22484,1
22485,0
22486,0
22487,0
22488,1
22489,0
22490,1
22491,0
22492,1
22493,1
22494,0
22495,1
22496,1
22497,1
22498,0
22499,1
22500,1
22501,0
22502,0
22503,1
22504,1
22505,1
22506,1
22507,1
22508,0
22509,0
22510,0
22511,1
22512,1
22513,0
22514,0
22515,0
22516,0
22517,0
22518,0
22519,0
22520,0
22521,1
22522,0
22523,0
22524,0
22525,1
22526,0
22527,1
22528,1
22529,0
22530,0
22531,0
22532,0
22533,0
22534,0
22535,1
22536,1
22537,1
22538,1
22539,0
22540,1
22541,0
22542,0
22543,0
22544,0
22545,1
22546,1
22547,0
22548,0
22549,0
22550,1
22551,1
22552,1
22553,1
22554,1
22555,1
22556,0
22557,0
22558,0
22559,1
22560,0
22561,1
22562,0
22563,1
22564,1
22565,1
22566,1
22567,0
22568,1
22569,1
22570,1
22571,0
22572,1
22573,0
22574,0
22575,1
22576,0
22577,1
22578,1
22579,0
22580,1
22581,1
22582,1
22583,0
22584,0
22585,0
22586,1
22587,1
22588,0
22589,0
22590,1
22591,0
22592,1
22593,1
22594,1
22595,1
22596,1
22597,0
22598,1
22599,1
22600,0
22601,1
22602,1
22603,0
22604,0
22605,0
22606,1
22607,1
22608,0
22609,1
22610,1
22611,0
22612,1
22613,0
22614,1
22615,0
22616,1
22617,0
22618,0
22619,1
22620,1
22621,0
22622,0
22623,1
22624,1
22625,0
22626,0
22627,1
22628,0
22629,0
22630,0
22631,1
22632,0
22633,1
22634,1
22635,0
22636,0
22637,0
22638,1
22639,0
22640,0
22641,1
22642,1
22643,0
22644,0
22645,1
22646,1
22647,0
22648,1
22649,0
22650,0
22651,0
22652,0
22653,0
22654,0
22655,0
22656,1
22657,0
22658,1
22659,1
22660,0
22661,0
22662,1
22663,0
22664,0
22665,0
22666,0
22667,0
22668,1
22669,0
22670,0
22671,0
22672,0
22673,1
22674,0
22675,0
22676,0
22677,0
22678,1
22679,0
22680,0
22681,1
22682,0
22683,1
22684,1
22685,0
22686,0
22687,1
22688,1
22689,0
22690,0
22691,1
22692,0
22693,0
22694,0
22695,1
22696,1
22697,0
22698,1
22699,0
22700,1
22701,0
22702,0
22703,1
22704,0
22705,0
22706,0
22707,0
22708,1
22709,1
22710,0
22711,1
22712,1
22713,0
22714,1
22715,1
22716,0
22717,1
22718,0
22719,0
22720,1
22721,1
22722,1
22723,0
22724,1
22725,1
22726,1
22727,0
22728,0
22729,0
22730,0
22731,0
22732,1
22733,0
22734,0
22735,1
22736,0
22737,1
22738,1
22739,1
22740,0
22741,0
22742,0
22743,0
22744,1
22745,0
22746,0
22747,1
22748,0
22749,0
22750,1
22751,0
22752,0
22753,0
22754,1
22755,1
22756,1
22757,1
22758,1
22759,0
22760,0
22761,0
22762,0
22763,1
22764,0
22765,1
22766,1
22767,1
22768,1
22769,0
22770,0
22771,0
22772,0
22773,1
22774,0
22775,1
22776,1
22777,1
22778,1
22779,0
22780,1
22781,0
22782,1
22783,0
22784,0
22785,0
22786,1
22787,1
22788,0
22789,0
22790,0
22791,0
22792,0
22793,1
22794,1
22795,1
22796,0
22797,1
22798,0
22799,1
22800,0
22801,0
22802,1
22803,0
22804,1
22805,1
22806,0
22807,1
22808,1
22809,0
22810,1
22811,0
22812,1
22813,0
22814,1
22815,1
22816,1
22817,1
22818,0
22819,0
22820,1
22821,0
22822,0
22823,1
22824,0
22825,1
22826,1
22827,0
22828,1
22829,0
22830,1
22831,0
22832,1
22833,0
22834,0
22835,0
22836,0
22837,0
22838,1
22839,0
22840,0
22841,0
22842,0
22843,1
22844,0
22845,1
22846,0
22847,0
22848,0
22849,0
22850,0
22851,1
22852,1
22853,1
22854,1
22855,0
22856,1
22857,1
22858,0
22859,1
22860,1
22861,0
22862,1
22863,1
22864,1
22865,1
22866,0
22867,1
22868,1
22869,0
22870,1
22871,1
22872,1
22873,1
22874,1
22875,0
22876,0
22877,1
22878,1
22879,1
22880,0
22881,1
22882,0
22883,1
22884,1
22885,0
22886,1
22887,0
22888,1
22889,1
22890,1
22891,0
22892,0
22893,0
22894,1
22895,0
22896,1
22897,0
22898,0
22899,0
22900,0
22901,1
22902,0
22903,0
22904,1
22905,1
22906,0
22907,1
22908,0
22909,0
22910,0
22911,1
22912,1
22913,0
22914,0
22915,0
22916,1
22917,0
22918,1
22919,0
22920,0
22921,0
22922,1
22923,1
22924,1
22925,0
22926,1
22927,1
22928,0
22929,1
22930,0
22931,1
22932,1
22933,1
22934,0
22935,1
22936,1
22937,1
22938,0
22939,1
22940,0
22941,0
22942,0
22943,1
22944,0
22945,0
22946,1
22947,0
22948,0
22949,0
22950,0
22951,1
22952,0
22953,1
22954,0
22955,0
22956,0
22957,0
22958,1
22959,1
22960,0
22961,0
22962,1
22963,1
22964,0
22965,0
22966,0
22967,1
22968,1
22969,1
22970,0
22971,0
22972,0
22973,0
22974,1
22975,1
22976,0
22977,1
22978,0
22979,1
22980,0
22981,1
22982,1
22983,0
22984,0
22985,0
22986,0
22987,1
22988,0
22989,0
22990,0
22991,0
22992,1
22993,0
22994,0
22995,0
22996,0
22997,0
22998,0
22999,0
23000,0
23001,0
23002,0
23003,0
23004,1
23005,0
23006,0
23007,1
23008,1
23009,0
23010,1
23011,0
23012,1
23013,0
23014,1
23015,0
23016,1
23017,1
23018,1
23019,1
23020,1
23021,1
23022,0
23023,1
23024,0
23025,1
23026,0
23027,1
23028,0
23029,0
23030,1
23031,1
23032,0
23033,1
23034,0
23035,1
23036,0
23037,0
23038,0
23039,1
23040,0
23041,0
23042,1
23043,0
23044,0
23045,1
23046,1
23047,1
23048,0
23049,1
23050,0
23051,0
23052,1
23053,1
23054,0
23055,0
23056,0
23057,0
23058,0
23059,1
23060,1
23061,1
23062,0
23063,1
23064,1
23065,0
23066,0
23067,1
23068,0
23069,1
23070,1
23071,1
23072,1
23073,0
23074,1
23075,0
23076,0
23077,0
23078,0
23079,1
23080,0
23081,1
23082,1
23083,0
23084,1
23085,0
23086,0
23087,0
23088,1
23089,0
23090,1
23091,0
23092,1
23093,1
23094,0
23095,1
23096,1
23097,1
23098,0
23099,1
23100,1
23101,1
23102,1
23103,1
23104,0
23105,1
23106,1
23107,0
23108,1
23109,0
23110,0
23111,0
23112,1
23113,1
23114,0
23115,0
23116,1
23117,1
23118,0
23119,0
23120,0
23121,1
23122,0
23123,0
23124,0
23125,0
23126,0
23127,0
23128,0
23129,1
23130,0
23131,1
23132,1
23133,1
23134,1
23135,0
23136,0
23137,0
23138,1
23139,1
23140,0
23141,1
23142,0
23143,0
23144,1
23145,1
23146,1
23147,1
23148,1
23149,1
23150,0
23151,1
23152,0
23153,0
23154,1
23155,1
23156,0
23157,0
23158,1
23159,0
23160,1
23161,1
23162,1
23163,0
23164,1
23165,1
23166,0
23167,0
23168,0
23169,1
23170,1
23171,0
23172,0
23173,1
23174,0
23175,1
23176,1
23177,0
23178,0
23179,0
23180,0
23181,0
23182,0
23183,0
23184,1
23185,0
23186,0
23187,1
23188,1
23189,0
23190,0
23191,0
23192,0
23193,0
23194,0
23195,1
23196,0
23197,1
23198,1
23199,1
23200,0
23201,1
23202,0
23203,0
23204,0
23205,0
23206,0
23207,1
23208,0
23209,0
23210,0
23211,0
23212,0
23213,0
23214,0
23215,1
23216,0
23217,0
23218,0
23219,1
23220,1
23221,1
23222,1
23223,1
23224,1
23225,1
23226,1
23227,1
23228,1
23229,1
23230,1
23231,0
23232,0
23233,0
23234,0
23235,0
23236,0
23237,1
23238,1
23239,1
23240,1
23241,1
23242,1
23243,0
23244,1
23245,0
23246,1
23247,0
23248,0
23249,0
23250,1
23251,0
23252,1
23253,0
23254,0
23255,0
23256,0
23257,0
23258,1
23259,0
23260,1
23261,1
23262,1
23263,1
23264,1
23265,1
23266,1
23267,1
23268,0
23269,0
23270,1
23271,0
23272,0
23273,0
23274,1
23275,0
23276,0
23277,0
23278,0
23279,0
23280,0
23281,0
23282,1
23283,0
23284,0
23285,1
23286,0
23287,0
23288,1
23289,1
23290,0
23291,1
23292,1
23293,1
23294,1
23295,1
23296,1
23297,1
23298,0
23299,1
23300,1
23301,0
23302,0
23303,0
23304,0
23305,1
23306,0
23307,1
23308,1
23309,1
23310,0
23311,0
23312,0
23313,0
23314,0
23315,1
23316,0
23317,1
23318,0
23319,1
23320,0
23321,0
23322,1
23323,0
23324,0
23325,0
23326,0
23327,0
23328,0
23329,0
23330,1
23331,1
23332,0
23333,1
23334,0
23335,0
23336,1
23337,1
23338,0
23339,0
23340,0
23341,0
23342,0
23343,0
23344,0
23345,0
23346,1
23347,0
23348,1
23349,1
23350,0
23351,1
23352,1
23353,0
23354,0
23355,0
23356,0
23357,0
23358,0
23359,1
23360,0
23361,0
23362,0
23363,0
23364,1
23365,1
23366,0
23367,0
23368,0
23369,1
23370,0
23371,1
23372,0
23373,0
23374,1
23375,0
23376,1
23377,0
23378,0
23379,1
23380,0
23381,1
23382,1
23383,0
23384,0
23385,0
23386,1
23387,1
23388,1
23389,1
23390,0
23391,0
23392,0
23393,0
23394,0
23395,0
23396,0
23397,0
23398,0
23399,1
23400,1
23401,1
23402,0
23403,0
23404,0
23405,1
23406,1
23407,1
23408,0
23409,0
23410,0
23411,0
23412,1
23413,1
23414,1
23415,0
23416,0
23417,1
23418,0
23419,1
23420,0
23421,0
23422,0
23423,0
23424,0
23425,1
23426,0
23427,0
23428,0
23429,1
23430,1
23431,0
23432,1
23433,1
23434,0
23435,0
23436,1
23437,0
23438,1
23439,1
23440,0
23441,1
23442,0
23443,0
23444,1
23445,0
23446,0
23447,0
23448,1
23449,1
23450,0
23451,1
23452,0
23453,1
23454,1
23455,0
23456,0
23457,0
23458,0
23459,0
23460,0
23461,0
23462,0
23463,0
23464,0
23465,0
23466,1
23467,0
23468,1
23469,1
23470,1
23471,0
23472,1
23473,0
23474,1
23475,0
23476,0
23477,0
23478,1
23479,1
23480,0
23481,1
23482,0
23483,1
23484,1
23485,0
23486,1
23487,0
23488,0
23489,0
23490,1
23491,1
23492,0
23493,1
23494,0
23495,0
23496,1
23497,1
23498,0
23499,0
23500,1
23501,0
23502,0
23503,0
23504,1
23505,0
23506,0
23507,0
23508,1
23509,1
23510,1
23511,0
23512,1
23513,1
23514,0
23515,1
23516,1
23517,0
23518,1
23519,1
23520,0
23521,1
23522,0
23523,0
23524,0
23525,0
23526,0
23527,1
23528,0
23529,1
23530,1
23531,0
23532,1
23533,0
23534,0
23535,0
23536,1
23537,1
23538,0
23539,1
23540,0
23541,0
23542,1
23543,1
23544,1
23545,1
23546,0
23547,1
23548,0
23549,0
23550,0
23551,0
23552,0
23553,0
23554,1
23555,0
23556,1
23557,0
23558,0
23559,0
23560,0
23561,1
23562,1
23563,1
23564,0
23565,1
23566,0
23567,1
23568,0
23569,1
23570,1
23571,1
23572,0
23573,0
23574,1
23575,1
23576,1
23577,1
23578,1
23579,1
23580,0
23581,0
23582,0
23583,1
23584,0
23585,0
23586,0
23587,1
23588,0
23589,1
23590,1
23591,0
23592,1
23593,0
23594,0
23595,0
23596,1
23597,1
